MPID,person_id,name_en,name_my
LWMP-02-0251,514b04f646134af99614e1a9a9b8bbea,Tun Aung,စိုင်းထွန်းအောင်
LWMP-02-0252,3e7c77bcb94e4321a9d8e68a07917fee,Thiha Kyaw,စိုင်းသီဟကျော်
LWMP-02-0253,623cc27b8bf74ee8bc6624df049fecf9,,
LWMP-02-0254,1035785f0cb1419ea0c8802be72b1b8b,,
LWMP-02-0255,1e5c27ebc3c145cf9ba48b82a4a73938,Phoe Myat,စိုင်းဖိုးမြတ်
LWMP-02-0256,b7bb90acbb024611bce18a830d02c46a,Ngaung Sai Hein,စိုင်းငေါင်းဆိုင်ဟိန်း
LWMP-02-0257,deb8cafc2799421695dbe9393c278c34,Khin Maung Myint,ခင်မောင်မြင့်
LWMP-02-0258,1807abd44cc94397b909621d242d7b48,Aung Soe Min,အောင်စိုးမင်း
LWMP-02-0259,f8bbf4c931dc49c084fa9fbf99e303e7,Ba Hein,စိုင်းဘသိန်း
LWMP-02-0260,6baabd09d4fb4cb397837b56c1cc8ac9,Khin Maung Thi,ခင်မောင်သီ
LWMP-02-0261,e972e6c7b00846bf8f91f9343861753b,Mak Kham,စိုင်းမောက်ခမ်း
LWMP-02-0262,d44c01adeac74a439e55495dbcbac3f4,Lu Tal Hone,လူတယ်ဟုန်
LWMP-02-0263,8ccb5f808d2b4b4aa8ffb82a915fe737,Moon,စိုင်းမွန်း
LWMP-02-0264,aa5d9388c35147ac9e3474f0f0c11344,Oo Kham,စိုင်းခမ်း
LWMP-02-0265,263f7a2a8c9748519b83983538fc6bec,Thant Zin,စိုင်းသန့်ဇင်
LWMP-02-0266,9ba4b5f55bc94a539f6d85a517f8fca0,Kyin Wam,ကျင်ဝမ်း
LWMP-02-0267,6a50b3e7b9c5403f87c852fca88284f5,Aung Kyaw,ခွန်အောင်ကျော်
LWMP-02-0268,d41c50c3e95349f5a3d708645be33677,Tin Tin Yee,တင်တင်ရီ
LWMP-02-0269,d4dabcb08a0540658770e87bfd487d3b,Khin Zaw,ခင်ဇော်
LWMP-02-0270,0f5f225658ab40aab20981b15bc06ee5,Aung Kyaw Hein,အောင်ကျော်ဟိန်း
LWMP-02-0271,3994b2006d034c41848bbb647846c19b,Aung Sein,အောင်စိန်
LWMP-02-0272,380cf695f1964332b74f125860037f4e,Ohn Khin,အုန်းခင်
LWMP-02-0273,23953d3bfd744865911ff6b5678356e0,Nay Lin Tun,နေလင်းထွန်း
LWMP-02-0274,95f7484c39674ce3ace0aae56ff6e8bc,Soe Paing Htay,စိုးပိုင်ဌေး
LWMP-02-0275,9482c0bca3694d2dae4070e4ffe28933,Thet Naing Oo,သက်နိုင်
LWMP-02-0276,a3fe0588f9f54581962b3589895146e8,Khin Sandi,ခင်စန္ဒီ
LWMP-02-0277,d808a10ce35f45708a3149dd108a0906,Aung Soe,အောင်စိုး
LWMP-02-0278,769cfc39f3904453b84ca5e071c42e2a,Phyo Zayar Thaw,ဖြိုးဇေယျာသော်
LWMP-02-0279,6e8798f007734a27b897a3594a5c2796,Hla Htay Win,လှဌေးဝင်း
LWMP-02-0280,54eee483e8d3497c81946b83ff000a3e,Kyaw Tint,ကျော်တင့်
LWMP-02-0281,5f6cd3e15fd3467b88d62ffe836a1168,Thant Zin Tun,သန့်ဇင်ထွန်း
LWMP-02-0282,8b4e5e02a95940f9acac91ff5fb7f75d,Than Soe Aung,သန်းစိုးအောင်
LWMP-02-0283,24a2dffca0ed43e3bc7aed1874ac94f7,Yee Mon,ရည်မွန်
LWMP-02-0284,f6466285dd2243c1a20adca80834d2a0,Myo Zaw Oo,မျိုးဇော်
LWMP-02-0285,eb61313dad6741f2860b45fb4a37f2cf,Kyaw Min Hlaing,ကျော်မင်းလှိုင်
LWMP-02-0286,e7c4b0b7dd3245aa9ccdaff4275a7888,Kyaw Min,ကျော်မင်း
LWMP-02-0287,23265c8aae404b518a8b2c475c1a1e98,Nay Myo Htet,နေမျိုးထက်
LWMP-02-0288,87a6d4e4185149c091224f16e63a2107,Aye Mya Mya Myo,အေးမြမြမျိုး
LWMP-02-0289,c43ba2fbd20e4a3988b453ea3695b0fa,Zaw Win,ဇော်ဝင်း
LWMP-02-0290,2f2b060d5a274b76a30d26dc844186e6,Soe Thura Tun,စိုးသူရထွန်း
LWMP-02-0291,b490c4aeb05f4b2896fe34aa3a471a36,Thet Swe,သက်ဆွေ
LWMP-02-0292,1e1d1a9c7e8142518d6674b3ce06c4ae,Aung San Su Kyi,အောင်ဆန်းစုကြည်
LWMP-02-0293,2dded6d9f4214a5a9ae119918decf7a9,Aye Min,အေးမင်း
LWMP-02-0294,97e901b69d9a45f7ac109104579e1067,Bo Bo Oo,ဘိုဘို
LWMP-02-0295,ec6d49a9493e49faa7731fb3191d2ab3,Tin Maung Win,တင်မောင်ဝင်း
LWMP-02-0296,7a2830519574499db9f149a3d6054ff0,Tin Tun Naing,တင်ထွန်းနိုင်
LWMP-02-0297,2ea2aa1e72ca4350b5a3017b7dd91b3a,Myint Lwin,မြင့်လွင်
LWMP-02-0298,155007d8f1ac471c888c27c97655dd80,Win Myint,ဝင်းမြင့်
LWMP-02-0299,776f09c224e6423fad6ffaae6a3db6a5,Kyaw Myint,ကျော်မြင့်
LWMP-02-0300,434a94a0957741469c74392cad0884fd,Saw Naing,စောနိုင်
LWMP-02-0301,8c10b52b404a4baab9b4ea9aaab83693,Nay Myo Tun,နေမျိုးထွန်း
LWMP-02-0302,f78955e2c0da4bb8a247db60d1ce6967,Kyaw Win,ကျော်ဝင်း
LWMP-02-0303,3a08d013d74a4f3184c2abe47f358624,Aye Naing,အေးနိုင်
LWMP-02-0304,81eabb04f33c483b8ff118e28535c520,Khin Maung Maung,ခင်မောင်မောင်
LWMP-02-0305,76a4c67f41b84ea0ac6e858f84305034,Myo Aung,မျိုးအောင်
LWMP-02-0306,af5144c9f7b1428eb4dcf3179bfb9c19,Thet Thet Khine,သက်သက်ခိုင်
LWMP-02-0307,150a74fcd89f44d7a2964e9c4baf76a9,Sein Mya Aye,စိန်မြအေး
LWMP-02-0308,ce55f4346daa40b79d5519e977f79723,Htay Win Aung,ဌေးဝင်းအောင်
LWMP-02-0309,bd8c27aef0e74365ad8aea8a254d6709,Nay Phu Ba Swe,နေဖူးဗဆွေ
LWMP-02-0310,9eb8ce81a17046a8a44de0f6b3bdab44,Myint Lwin,မြင့်လွင်
LWMP-02-0311,243d01099d1248329da535fbd6d8b34c,Tun Myint,ထွန်းမြင့်
LWMP-02-0312,b3c43e3f5812427c9a18c4d1fb707bb4,Myint Myint Soe,မြင့်မြင့်စိုး
LWMP-02-0313,456367de6cf34f84877fb40e6835d643,Phyu Phyu Thin,ဖြူဖြူသင်း
LWMP-02-0314,7b9f4254267e407d92d6064aa23e1339,Aung Hlaing Win,အောင်လှိုင်ဝင်း
LWMP-02-0315,a438b3cd250b4be491d21ab8aa00b639,May Win Myint,မေဝင်းမြင့်
LWMP-02-0316,dc2f889a523c45b29d7663485b45eeb0,Than Win,သန်းဝင်း
LWMP-02-0317,af388e92f95745ae8b1fef5be5633f55,Aung Win,အောင်ဝင်း
LWMP-02-0318,e94c00853c1642f1bfd059d2999a0ec4,Zin Mar Aung,ဇင်မာအောင်
LWMP-02-0319,26d49aed7e7c4681aff1144c9c131cbe,Nyan Lin,ဉာဏ်လင်း
LWMP-02-0320,a438918592df4c4a8f5a84b3aefcc029,Khin Maung Win,ခင်မောင်ဝင်း
LWMP-02-0321,745cf5e86e2042dabe1b66461b79293a,Khin Moh Moh Aung,ခင်မို့မို့အောင်
LWMP-02-0322,21794844fe7e4cdbbaf4b71d0a0f2d7b,Thein Tan,သိန်းတန်
LWMP-02-0323,6c80a5abb08b4a8a82da34179abffe8e,Aung Kyaw Kyaw Oo,အောင်ကျော်ကျော်
LWMP-02-0324,74c3862e00814c56bb153b9a7153fdc9,Than Myint,သန်းမြင့်
LWMP-02-0325,5b994dd52220442395ca048c07d9f07f,Shwe Hla,ရွှေလှ
LWMP-02-0326,eb5aabd66c5045e69f29cd4abb56f3f8,Lwin Ko Latt,လွင်ကိုလတ်
LWMP-02-0327,7a3a8978eeec4919a606b34d7718ca50,Wai Phyo Aung,ဝေဖြိုးအောင်
LWMP-02-0328,fdf5d663b29148c886e535bb4763cfd8,Su Su Lwin,စုစုလွင်
LWMP-02-0329,aa6a12fae4f44534a85637f7f1e83160,Maung Maung Oo,မောင်မောင်
LWMP-02-0330,938a32b19ebd4e6c9a5cb0dea7f025f4,Ye Lwin,ရဲလွင်
UPMP-02-0001,d6186b7b06a14b8096a0d9b8545023ab,Soe Moe,စိုးမိုး
UPMP-02-0002,bb8f436d379e44f5bb8681e42b941da7,Thein Swe,သိမ်းဆွေ
UPMP-02-0003,85db99b353654e1b877417950026b5ad,May Than Nwe,မေသန်းနွဲ့
UPMP-02-0004,c08a4d1bc1a64c658e73772d583b740a,Kyi Win,ကြည်ဝင်း
UPMP-02-0005,132778240b2246f68d4a7358871b9937,Khin Zaw Linn,စခင်ဇော်လင်း
UPMP-02-0006,a4022ec6ee5c4a0083da6b507eab6717,San Myint,ဆန်းမြင့်
UPMP-02-0007,bef1474c16284c778f4e6a9854c4af13,Htein Win,ထိန်ဝင်း
UPMP-02-0008,0f457518b28d4bedb079e0cb0756ab60,Maung Maung Ohn,မောင်မောင်အုန်း
UPMP-02-0009,ea8e2e91fe104c5e9b876f8c1a9b600b,Tun Kyaing,မန်းထွန်းကြိုင်
UPMP-02-0010,1bc3eb38036c4c8fb0c0a1bb65ea787f,Pyae Phyo,ပြည့်ဖြိုး
UPMP-02-0011,3c529c34c4ab4f9a80c6b4143fbc791b,Ei Ei Pyone,အိအိပြုံး
UPMP-02-0012,7c77665ab3fb4ce781e48b7b4906207d,Toe Shwe,တိုးရွှေ
UPMP-02-0013,f832b576ec1f465abb3fc5923cd495ca,San Maung Maung,စန်းမောင်မောင်
UPMP-02-0014,16d54eca4c5a4aeeb4112ebee727d9a5,Win Kyaing,ဝင်းကြိုင်
UPMP-02-0015,ed5e40e9f7e74d70aa28eb0ae9f9dac7,Win Myint,ဝင်းမြင့်
UPMP-02-0016,e474f041a7e8472f93d98b2426ae1150,Aung Thein,အောင်သိန်း
UPMP-02-0017,7d2c8645d35c44da86ad3c16191a1a44,Moe Myint Aung,မိုးမြင့်အောင်
UPMP-02-0018,bbf187ea236d4c959b681d397744c590,Shwe Shwe Sein Latt,ရွှေရွှေစိန်လတ်
UPMP-02-0019,f58f40e1ae8a417cbc85f9d4ce614719,Win Myat Aye,ဦးဝင်းမြတ်အေး
UPMP-02-0020,2bc27a30274f4c14836577bd2139bdd5,Tin Tin Win,တင်တင်ဝင်း
UPMP-02-0021,86d833986c7e4119b3dd0a47e826c859,Min Oo,မင်း
UPMP-02-0022,03b386f3e8184c11b06e5aaf15fe1fb8,Mya Thaung,မြသောင်း
UPMP-02-0023,21c09e7a776b46a2b4cbd95fe6ecc4d0,Win Myint Chit,ဝင်းမြင့်ချစ်
UPMP-02-0024,c4d91026b6eb48e087dff6fd324c7041,Aye Cho,အေးချို
UPMP-02-0025,4f18880ad8bc47c894884c1d27298d07,Ngun Hay,ငွန်ဟေး
UPMP-02-0026,fc952094a42a49eeb6a191ac65789529,Lahl Minn Htan,လားလ်မင်းထန်
UPMP-02-0027,bdf0e64cc04644f1b9c3925f9cc042af,Whave Tinn,ဝှေ့တင်း
UPMP-02-0028,77f7a9f53643408796365ea4123c79f2,Myo Htike,မျိုးထပ်
UPMP-02-0029,6f8186ced34a483f983595534fa54570,Shun Awr,ရှန်အောရ်
UPMP-02-0030,bf585df8113c4fd5bff20a7561a4eabe,Henery Van Thio,ဟင်နရီဗန်ထီးယူ
UPMP-02-0031,a73230f0627a4a619954b4973de5f91c,Zone Hlal Htan,ဇုန်လှယ်ထန်း
UPMP-02-0032,4b9509d517dc4c27bbcefe27c7e338a3,Pu Ghin Kan Lian,ပူဂင်ကမ်းလျန်
UPMP-02-0033,86491c10edfb4e4b9efbc88fe14e0150,Kyin Khant Pung,ကျင်ခန့်ပေါင်
UPMP-02-0034,9de24bf0b5c84505b1e9f96004568653,Kyain Ngeik Man,ကျိန်ငိုက်မန်
UPMP-02-0035,e1159cd12591476597f9b7b5fc2bc478,Mam Law Mung,မာန်လောမောင်း
UPMP-02-0036,6b62df4b51434002b644ff271ff9cb43,Khin Swe Lwin,ခင်ဆွေလွင်
UPMP-02-0037,e025c34273294e819570c6afd6963021,J Yaw Wu (a) R Wu Sha,ဂျေယောဝူ
UPMP-02-0038,afc7eac5fe794e6a9d269312eeaafe35,Thein Lwin,သိန်းလွင်
UPMP-02-0039,2dbb19e71f6a4fc683edc933aec2f713,Win Thaung,ခွန်ဝင်းသောင်း
UPMP-02-0040,04a35fe6f92f41c59e6df5a8d3ef40d9,Naing Ko Ko,နိုင်ကိုကို
UPMP-02-0041,213fd42b962f4e6b99b6f3017dfb5231,Shilar Nan Taung,ရှီလာနန်တောင်
UPMP-02-0042,368d21f6d041466c862ca18a4094cd3c,Zel Gaung,ဇယ်ခေါင်
UPMP-02-0043,bf40ac7d5c984beb9b87e39d2361d0b5,Naung Na Jhatan,နောင်နဂျတန်
UPMP-02-0044,786b7ce8735f46409705515c2cf80bcf,Yaw Na,ယောနာ
UPMP-02-0045,73b0325d75ee4d5983f849c280a54b43,Min Swe Naing,မင်းဆွေနိုင်
UPMP-02-0046,932c74451fe442e188fdb49ff33cf4ad,Win Zaw,ဝင်းဇော်
UPMP-02-0047,64587fd105904ce7a22d16c737e5d843,Khin Ma Gyi,ခင်မကြီး
UPMP-02-0048,385a793629bb4a55b4758538298ffbb0,Khin Maung Myint,ခင်မောင်မြင့်
UPMP-02-0049,f2c3e4452e844ef1afc44e6e7765bf0a,Phye Ral,ဖြေရယ်
UPMP-02-0050,385dd5b822c148baad1fbdb8490666d7,Thar Sein,စိုင်းသာစိန်
UPMP-02-0051,12e6814b418a445dba57b8e49f0ca6b2,Mya Say,နော်မြစေး
UPMP-02-0052,a25555c4289340e58374ca1c4ca916c4,Pan Pha,စိုင်းပန်ဖ
UPMP-02-0053,a38a90568ea2415fb5b1cdf780f41c30,Shae Ral Shu Maung,ရှေးရယ်ရှုမောင်
UPMP-02-0054,6b296b2cb48349c1b4a321023e6109fe,Baw Ral Soe Wai,ဘော်ရယ်စိုးဝေ
UPMP-02-0055,ff38dbeeb14f400a94baf93dcbc58c20,Sein Htn,စောစိန်ထွန်း
UPMP-02-0056,ee758903299b47ba8eb0517812a96b21,Shar Mu,ရှားမူ
UPMP-02-0057,b88de95630f44ea1ad5eb21adfc4ce30,Lwee Zar,လွီးဇာ
UPMP-02-0058,dd051f28c0eb4a11a9a99cc2de2d3caf,Aung Kyaw Soe,အောင်ကျော်စိုး
UPMP-02-0059,4b5c61c17bde4d34babe192df1527859,Kyaw Than,ကျော်သန်း
UPMP-02-0060,0a38ea8c39dc4fd4a5dc5504a60bfa4d,Soe Thein,စိုးသိန်း
UPMP-02-0061,479eebf4cdc14b84a1a9c902ce13ddff,Moe Myint,စောမိုးမြင့်
UPMP-02-0062,f8e62b87d3054b9589a9b0e148bb525a,Myo Aung,မျိုးအောင်
UPMP-02-0063,efb2c9fdb8674451b4188c25097de938,Sa Mu Tu,နော်ဆာမူထူး
UPMP-02-0064,f4974d7a42c14e15b5daa3d1ce81e9c7,Shar Phon Wah,စောယှားဖောင်အွာ
UPMP-02-0065,cab1acd4d8324d918363437bc3f1eda0,Than Htut,​စောသန်းထွဋ်
UPMP-02-0066,b5fe4a27eab44166bb59269e04a2113c,Chit Oo,စောချစ်
UPMP-02-0067,8cfb16ee217c4c12b8f0ba2a382c1f90,Moe Moe Htwe,နန်းမိုးမိုးထွေး
UPMP-02-0068,af198909c7a041c18f50c721d936e09a,Than Naing,စိုင်းသန်းနိုင်
UPMP-02-0069,0e77355dddf14c2683597e82ef327b78,Ni Ni Aye,နန်းနီနီအေး
UPMP-02-0070,edc6fcae97844e54b7041b3c95e3ae59,Christ Tun,နော်ခရစ္စထွန်း
UPMP-02-0071,0e76661ff58f42528a5901187b5f7ff1,Win Khaing Than,မန်းဝင်းခိုင်သန်း
UPMP-02-0072,2d39f0bf906243d294734f0096dfd6a6,Be San Thein Myint,စောဘီစံသိန်းမြင့်
UPMP-02-0073,3c40ad0e5ca34373a87845f3fb579477,Hla San,လှဆန်း
UPMP-02-0074,6c576284286a48feac04922cea9517b3,Kyaw Ngwe,ကျော်ငွေ
UPMP-02-0075,37d8113fdf904c058cf0c5d88b8cf316,Kyaw Swe,ကျော်ဆွေ
UPMP-02-0076,9066c97c09b0455ba33e51781d805e5e,Pyu Lwin,ပြူးလွင်
UPMP-02-0077,4eca520a70e4466480c0f5c075e44bf5,Khin Win,ခင်ဝင်း
UPMP-02-0078,428eb91ec4954cf79fbfe7d31b93d212,Chit Htwe,ချစ်ထွေး
UPMP-02-0079,5bb69c2c8a8543f0a2227a09eb9563bc,Aung Kyi Nyunt,အောင်ကြည်ညွန့်
UPMP-02-0080,51c1d52264e64da5a228f2f3cda3fb56,Tin Aung Tun,တင်အောင်ထွန်း
UPMP-02-0081,5d530b1510074edda5faeb1cb147a4c8,Win Maung,ဝင်းမောင်
UPMP-02-0082,0cef116bbf144919a5430d4cac2fb2c5,Than Than Aye,သန်းသန်းအေး
UPMP-02-0083,375cd8acf1fe4b22b0025e5d77ab25f6,Win Myint,ဝင်းမြင့်
UPMP-02-0084,c10281817a2747ae86f7acc802dc96b0,Mya Min Swe,မြမင်းဆွေ
UPMP-02-0085,29db5aec0dcf444883128e352be6736a,Than Win,သန်းဝင်း
UPMP-02-0086,30283ce217db4edcb134133eef663ab3,Kyaw Myint Oo,ကျော်မြင့်
UPMP-02-0087,372a0e99fff24733ba613fbe6050a6cd,Soe Aung,စိုးအောင်
UPMP-02-0088,5eaa6ea49fb1415a86a04691a9eb8921,Kyaw Thiha,ကျော်သီဟ
UPMP-02-0089,6df09e1ae8bc4f1ba617fe82435ac64b,Tun Tun Oo,ထွန်းထွန်း
UPMP-02-0090,a7264e2fa54d4ab998b06e3abc2d4983,Kyaw Than Tun,ကျော်သန်းထွန်း
UPMP-02-0091,cce71f4dc73d4a0facd49837bc2aae3e,Hla Htay,လှဌေး
UPMP-02-0092,41096bb2335542c584269f4d490ae5c6,Aung Myo Latt,အောင်မျိုးလတ်
UPMP-02-0093,1f6507ea4bf64f9d9b87c7191f772649,Kywe Kywe,ဦးကြွယ်ကြွယ်
UPMP-02-0094,29a10ef2637a4fcb9d01d2efc14b7ef8,Kyaw Toke,ကျော်တုတ်
UPMP-02-0095,fe32df0a756a4410852c10b60f32c2cd,Khin Aung Myint,ခင်​အောင်မြင့်
UPMP-02-0096,e1b8fadd2fb84e999274051cbb042516,Maung Maung Swe,မောင်မောင်ဆွေ
UPMP-02-0097,9690bedfde0a492284ba6a269f6cfdcf,Aye Min Han,အေးမင်းဟန်
UPMP-02-0098,05566867e79541a89c872da5f6988099,Soe Thiha,စိုးသီဟ
UPMP-02-0099,8c1977b326bc4ab095c2c4c7608ce05a,Hla Myint,လှမြင့်
UPMP-02-0100,13b5d76a782d4100b69bd99e935b21e2,Thiri Yadanar,သီရိရတနာ
UPMP-02-0101,227dd9fe2aa14b4a8b16e8118c67b50d,Nwe Nwe Aung,နွယ်နွယ်အောင်
UPMP-02-0102,3ce6622ec8254617884258cd1ab236b1,Khin Zaw Oo,ခင်ဇော်
UPMP-02-0103,221f4db017cd49dd8e60f3d52f13752d,Lin Tin Htay,လင်းတင်ဌေး
UPMP-02-0104,15c929328c7d4e06a608d58c0e649568,Myat Thida Tun,မြတ်သီတာထွန်း
UPMP-02-0105,d945d75b2c3e403fb5773c67965d1b25,Pe Tin,ဖေတင်
UPMP-02-0106,b108680f439d40b780efc4ef2ea34510,Thiha,နိုင်သီဟ
UPMP-02-0107,075fc69e80ed47c6be0c6d30acc35ed8,Myo Win,မျိုးဝင်း
UPMP-02-0108,de0bc2c08a284c6eb1c36a0a85294327,Zaw Linn Htut,ဇော်လင်းထွဋ်
UPMP-02-0109,a7e38035d97940fa939f09333ead1a46,Wai Sein Aung,ဝေစိန်အောင်
UPMP-02-0110,ffd321c2164043959687d1dba9417348,Kyaw Than,ကျော်သန်း
UPMP-02-0111,523a9c3262284ed386d8db974332c042,Htu May,ထုမေ
UPMP-02-0112,715a92006a234309bf812c0080906eac,Soe Win,စိုးဝင်း
UPMP-02-0113,5c01649cfb684afeb4967202e7889bb6,Tet Tun Aung,တက်ထွန်းအောင်
UPMP-02-0114,ae15e763430248e99c2ff0195e552c17,Khin Maung Latt,ခင်မောင်လတ်
UPMP-02-0115,f4c96514947240e09247e9f92c4f8560,Kyaw Kyaw,ကျော်ကျော်
UPMP-02-0116,de1a906e468e46a9a95b34a22c286a58,Myint Naing,မြင့်နိုင်
UPMP-02-0117,aa016ca37dc04272a38745ad5bd81f96,Aye Tha Aung,အေးသာအောင်
UPMP-02-0118,d94fd2126e1b401eba1809d7932d6b9f,Kyaw Thein,ကျော်သိန်း
UPMP-02-0119,34d9e8e9a43c4e1489820ac17483fad5,Kyaw Kyaw Win,ကျော်ကျော်ဝင်း
UPMP-02-0120,cab0185fcf20472fb735be142c7ce61c,Maung Kyaw Zan,မောင်ကျော်ဇံ
UPMP-02-0121,1d9a74d033e44cf8a5f4e4d952fc982b,Kyaw Thaung,ကျော်သောင်း
UPMP-02-0122,bd3c7ffa844e47ec8c573831618828c7,Tin Maung Win,တင်မောင်ဝင်း
UPMP-02-0123,699b64c01efe4e3cb9f63e19783a474d,Nyi Nyi Htwe,ညီညီထွေး
UPMP-02-0124,9076b512e6834859addb1098e8944bcd,Min Naing,မင်းနိုင်
UPMP-02-0125,ceecd682e8514ff18000f23b96f5dd7b,Aung Myo,အောင်မျိုး
UPMP-02-0126,7b60f9c0f1694ccd8d568eddfa2938db,Win Aung,ဝင်းအောင်
UPMP-02-0127,f0c8e92ff9724fb88bf3d327db11134f,Hla Oo,လှဦး
UPMP-02-0128,eacb42df1f8c4d219b8c16eca05cdd38,Ye Htut,ရဲထွဋ်
UPMP-02-0129,65650706cc1748d58b0b7d70cbb0ca5a,Zaw Min,ဇော်မင်း
UPMP-02-0130,dda60f9c2dfe43019c7734fce539f278,Khin Maung Win,ခင်မောင်ဝင်း
UPMP-02-0131,00440482eaf04d08b72b84d99110fa07,Ko Ko Naing,ကိုကိုနိုင်
UPMP-02-0132,cd8e33caaa3249a7b800f3751d82636f,Maung Maung Latt,မောင်မောင်လတ်
UPMP-02-0133,bbdc84b5d8b943a0b013c9fa31ef8534,Zaw Min Latt,ဇော်မင်းလတ်
UPMP-02-0134,c4763fc042a34977883021bc4eaaf183,Ohm Khaing,မိုင်းအုဏ်းခိုင်
UPMP-02-0135,19b515ea43c947fe85b79e08b8cfb69c,Kyaw Ni Naing,ကျော်နီနိုင်
UPMP-02-0136,f9bbfd3c469d49acae25a3812fbce6e3,San Aung,စိုင်းစံအောင်
UPMP-02-0138,322d3be712f24e6fbf5416f15ec18e26,Wan Hlaing Kham,စိုင်းဝမ်းလှိုင်းခမ်း
UPMP-02-0139,96ec026618d04317a54ba0a0fd37342d,Ohn Kyaw,စိုင်းအုန်းကျော်
UPMP-02-0140,17271e3aa1d04f78884b8d140266c9aa,Nyi Sein,ညီစိန်
UPMP-02-0141,ebacb37f2f8745e8a9a964adaf69614c,Hsai Kyauk Sam,စိုင်းဆိုင်ကျောက်ဆမ်
UPMP-02-0142,18e56a1319bc4801bacb4ce73ece7212,Lon Hsan Khat,စိုင်းလုံစံခတ်
UPMP-02-0143,06dd817e7dfc4c55913da3c687ac17d1,Ma Ma Lay,မမလေး
UPMP-02-0144,7226ce3ae3aa41e5b345c8ab71984953,Thein Pe,ခွန်သိန်းဖေ
UPMP-02-0145,185456d94ebe40c18405a4078c5dbcd2,Aung Win,အောင်ဝင်း
UPMP-02-0146,ab54e331efaf4448af1930f288b4a946,Soe Thein,စိုးသိန်း
UPMP-02-0147,8da2f96a82514693a0d140bf5a84f931,Khin Maung Win,ခင်မောင်ဝင်း
UPMP-02-0148,19f98d8f93db472d994313b41277410d,Khin Myo Win,ခင်မျိုးဝင်း
UPMP-02-0149,254900b941ee4e648e5270ef8d282e96,Thet Naing Soe,သက်နိုင်စိုး
UPMP-02-0150,0b841c5192d8466f801eab5ea4a35338,Tun Lin,ထွန်းလင်း
UPMP-02-0151,aa7a31619c4b41b8867f3a67857ac000,Han Win Thein,ဟန်ဝင်းသိန်း
UPMP-02-0152,471711f3bc9744c095ff60309854a04d,Lin Wai Phyo Latt,လင်းဝေဖြိုးလတ်
UPMP-02-0153,c46ff930d7764a5db088600ad0cc4e40,Tin Wai,တင်ဝေ
UPMP-02-0154,c1dcf55875384a46b9cdae8b9e2f8083,Zaw Hein,ဇော်ဟိန်း
UPMP-02-0155,f71eabf133304bcb88d062e1e59e6662,Okkar Min,ဥက္ကာမင်း
UPMP-02-0156,fc8625773ce34d96aa4c953117f12473,Kin Shein,ကင်းရှိန်
UPMP-02-0157,b455d47c61484accac174c6c14dc898d,Htay Kywe,ဌေးကြွယ်
UPMP-02-0158,f2be6683d032497da0f7803ffe9c6b01,Hla Hla Soe,နော်လှလှစိုး
UPMP-02-0159,602110b2bc5744f79c61b595b30d4b70,Aye Bo,အေးဗိုလ်
UPMP-02-0160,4319ff59eab84dc887869c112bc0aab1,Kyaw Naing,ကျော်နိုင်
UPMP-02-0161,1117e0738be849088d302141ced96812,Htay Oo,ဌေးဦး
UPMP-02-0162,5c819e3f51bb44c4a27196407d1e52d8,Myat Nyanna Soe,မြတ်ဉာဏစိုး
UPMP-02-0163,1e9667a58d5144678b5e1001815bee7f,Than Soe,သန်းစိုး
UPMP-02-0164,86a2022280064e639d9f16ad630b027c,Ba Myo Thein,ဘမျိုးသိန်း
UPMP-02-0165,919f46e2cb2843b7bc3100b50af4874d,Aung Thu,အောင်သူ
UPMP-02-0166,a12df78589c7462ba661aef1424c17ff,Ye Myint Soe,ရဲမြင့်စိုး
UPMP-02-0167,17e40c6583c84eb3a75fb05f068d913f,Kyaw Htwe,ကျော်ထွေး
UPMP-02-0168,29540441e2944d1cbe3da62d74bf585d,Pe Chit,ဖေချစ်
